subscription_id,student_id,created_date,subscription_period_start,cancelled_date,next_charge_date,updated_date,end_date,state,subscription_type
2488,6887,"2021-01-28 23:46:06","2020-04-21 03:00:00",NULL,"2021-04-21 03:00:00",NULL,"2021-04-30 00:00:00",3,2
2489,988,"2021-01-28 23:46:06","2020-04-21 03:00:00",NULL,"2023-04-21 00:00:00","2023-01-18 22:40:16",NULL,1,2
2490,1866,"2021-01-28 23:46:06","2020-04-21 03:00:00",NULL,"2021-04-21 03:00:00",NULL,"2021-04-30 00:00:00",3,2
2491,3365,"2021-01-28 23:46:06","2020-04-21 03:00:00",NULL,"2021-12-31 02:00:00",NULL,"2022-01-09 00:00:00",3,2
2492,5574,"2021-01-28 23:46:06","2020-04-21 03:00:00",NULL,"2021-04-21 03:00:00",NULL,"2021-04-30 00:00:00",3,2
2493,18719,"2021-01-28 23:46:06","2020-04-21 03:00:00",NULL,"2023-04-21 00:00:00","2022-04-21 08:17:14",NULL,1,2
2494,96920,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-03-23 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2495,11838,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-03-21 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2496,4665,"2021-01-28 23:46:06","2020-04-21 03:00:00",NULL,"2023-04-21 00:00:00","2022-04-21 08:17:40",NULL,1,2
2497,7745,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-03-21 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2498,14470,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-03-22 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2499,782,"2021-01-28 23:46:06","2020-04-21 03:00:00",NULL,"2023-04-21 00:00:00","2022-04-21 08:03:20",NULL,1,2
2500,4001,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-04-21 00:00:00","2022-04-21 00:00:00","2020-04-21 17:45:19","2022-04-21 00:00:00",3,2
2501,7614,"2021-01-28 23:46:06","2020-04-21 03:00:00",NULL,"2023-04-21 00:00:00","2022-04-21 08:17:02",NULL,1,2
2502,6182,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-03-12 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2503,41263,"2021-01-28 23:46:06","2020-04-21 03:00:00","2020-04-21 03:00:00","2021-04-21 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2504,52075,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-03-23 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2505,22364,"2021-01-28 23:46:06","2020-04-21 03:00:00",NULL,"2021-04-21 03:00:00",NULL,"2021-04-30 00:00:00",3,2
2506,42091,"2021-01-28 23:46:06","2020-04-21 03:00:00",NULL,"2021-04-21 03:00:00",NULL,"2021-04-30 00:00:00",3,2
2507,10398,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-03-21 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2508,5345,"2021-01-28 23:46:06","2020-04-21 03:00:00",NULL,"2021-04-21 03:00:00",NULL,"2021-04-30 00:00:00",3,2
2509,53078,"2021-01-28 23:46:06","2020-04-21 03:00:00",NULL,"2021-04-21 03:00:00",NULL,"2021-04-30 00:00:00",3,2
2510,389,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-04-16 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2511,5669,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-03-21 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2512,5430,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-03-21 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2514,16358,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-04-14 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2515,32573,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-03-22 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2516,4683,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-03-25 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2517,6669,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-04-14 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2518,930,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-03-18 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2519,11133,"2021-01-28 23:46:06","2020-04-21 03:00:00","2020-04-21 03:00:00","2021-04-21 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2520,42318,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-03-21 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2521,2257,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-04-15 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2522,4347,"2021-01-28 23:46:06","2020-04-21 03:00:00",NULL,"2021-04-21 03:00:00",NULL,"2021-04-30 00:00:00",3,2
2523,142371,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-04-14 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2524,11768,"2021-01-28 23:46:06","2020-04-21 03:00:00","2020-04-21 03:00:00","2021-04-21 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2525,2331,"2021-01-28 23:46:06","2020-04-21 03:00:00",NULL,"2021-04-21 03:00:00",NULL,"2021-04-30 00:00:00",3,2
2526,17971,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-04-19 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2527,113546,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-03-21 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2528,7179,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-04-16 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2529,5532,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-04-14 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2530,3248,"2021-01-28 23:46:06","2020-04-21 03:00:00",NULL,"2022-04-21 00:00:00","2020-04-21 11:20:40","2022-04-30 00:00:00",3,2
2531,24487,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-03-21 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2532,1137,"2021-01-28 23:46:06","2020-04-21 03:00:00","2020-04-21 03:00:00","2021-04-21 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2533,7512,"2021-01-28 23:46:06","2020-04-21 03:00:00",NULL,"2021-04-21 03:00:00",NULL,"2021-04-27 00:00:00",3,2
2534,19636,"2021-01-28 23:46:06","2020-04-21 03:00:00",NULL,"2023-04-21 00:00:00","2022-04-21 08:03:19",NULL,1,2
2535,7512,"2021-01-28 23:46:06","2020-04-21 03:00:00",NULL,"2021-04-21 03:00:00",NULL,"2021-04-27 00:00:00",3,2
2536,7656,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-03-21 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2537,5113,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-03-21 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2538,20118,"2021-01-28 23:46:06","2020-04-21 03:00:00",NULL,"2023-04-21 00:00:00","2022-04-21 08:03:40",NULL,1,2
2539,33658,"2021-01-28 23:46:06","2020-04-21 03:00:00",NULL,"2022-04-21 00:00:00","2020-04-21 08:47:28","2022-04-30 00:00:00",3,2
2540,35762,"2021-01-28 23:46:06","2020-04-21 03:00:00","2020-06-01 03:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2541,1033,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-04-15 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2542,12608,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-03-21 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2543,2512,"2021-01-28 23:46:06","2020-04-21 03:00:00",NULL,"2021-04-21 03:00:00",NULL,"2021-04-30 00:00:00",3,2
2544,2945,"2021-01-28 23:46:06","2020-04-21 03:00:00",NULL,"2023-04-21 00:00:00","2022-04-27 05:00:17",NULL,1,2
2545,17851,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-03-30 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2546,11750,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-03-24 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2547,11026,"2021-01-28 23:46:06","2020-04-21 03:00:00",NULL,"2021-04-21 03:00:00",NULL,"2021-04-30 00:00:00",3,2
2548,1852,"2021-01-28 23:46:06","2020-04-21 03:00:00","2022-04-22 00:00:00","2023-04-21 00:00:00","2022-04-21 08:08:51","2022-05-27 00:00:00",3,2
2549,14633,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-03-22 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2550,5334,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-04-19 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2551,1270,"2021-01-28 23:46:06","2020-04-21 03:00:00",NULL,"2023-04-21 00:00:00","2022-04-21 08:08:53",NULL,1,2
2552,7568,"2021-01-28 23:46:06","2020-04-21 03:00:00","2021-04-18 00:00:00","2021-04-21 03:00:00",NULL,"2021-04-21 00:00:00",3,2
2553,1552,"2021-01-28 23:46:06","2020-04-20 03:00:00",NULL,"2023-04-20 00:00:00","2022-04-21 18:53:19",NULL,1,2
2554,952,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-03-21 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2555,3714,"2021-01-28 23:46:06","2020-04-20 03:00:00","2022-04-20 00:00:00","2023-04-20 00:00:00","2022-04-20 08:32:47","2022-04-21 00:00:00",3,2
2556,14520,"2021-01-28 23:46:06","2020-04-20 03:00:00",NULL,"2021-04-20 03:00:00",NULL,"2021-04-29 00:00:00",3,2
2557,13350,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-04-28 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2558,2312,"2021-01-28 23:46:06","2020-04-20 03:00:00",NULL,"2021-04-20 03:00:00",NULL,"2021-04-29 00:00:00",3,2
2559,36166,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-03-20 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2560,8121,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-04-18 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2561,12363,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-04-14 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2562,4112,"2021-01-28 23:46:06","2020-04-20 03:00:00",NULL,"2021-04-20 03:00:00",NULL,"2021-04-29 00:00:00",3,2
2563,36271,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-03-20 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2564,2018,"2021-01-28 23:46:06","2020-04-20 03:00:00",NULL,"2023-04-20 00:00:00","2023-01-11 23:57:16",NULL,1,2
2565,9362,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-02-04 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2566,22476,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-09-21 00:00:00","2021-10-20 03:00:00",NULL,"2021-10-20 00:00:00",3,2
2567,12704,"2021-01-28 23:46:06","2020-04-20 03:00:00",NULL,"2023-04-20 00:00:00","2022-04-24 10:11:27",NULL,1,2
2568,5199,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-02-01 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2569,35147,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-04-13 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2570,1988,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-04-14 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2571,8002,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-03-20 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2572,11227,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-03-17 00:00:00","2021-04-20 03:00:00",NULL,"2021-03-18 00:00:00",3,2
2573,21697,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-04-17 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2574,15028,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-04-13 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2575,7275,"2021-01-28 23:46:06","2020-04-20 03:00:00",NULL,"2022-04-20 00:00:00","2020-04-20 12:03:59","2022-04-29 00:00:00",3,2
2576,36448,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-03-20 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2577,7037,"2021-01-28 23:46:06","2020-04-20 03:00:00",NULL,"2023-04-20 00:00:00","2022-04-20 08:16:00",NULL,1,2
2578,1864,"2021-01-28 23:46:06","2020-04-20 03:00:00",NULL,"2022-04-20 00:00:00","2020-04-20 11:27:27","2022-04-29 00:00:00",3,2
2579,3708,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-04-11 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2580,10735,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-03-29 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2581,6728,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-03-04 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2582,3326,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-03-20 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2583,1459,"2021-01-28 23:46:06","2020-04-20 03:00:00",NULL,"2022-04-20 00:00:00","2020-04-20 10:23:19","2021-05-31 00:00:00",3,2
2584,36043,"2021-01-28 23:46:06","2020-04-20 03:00:00",NULL,"2021-04-20 03:00:00",NULL,"2021-04-29 00:00:00",3,2
2585,3034,"2021-01-28 23:46:06","2020-04-20 03:00:00",NULL,"2022-04-20 00:00:00","2020-04-20 09:53:12","2022-04-26 00:00:00",3,2
2586,9114,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-03-23 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2587,16468,"2021-01-28 23:46:06","2020-04-20 03:00:00",NULL,"2023-04-20 00:00:00","2022-04-28 10:23:57",NULL,1,2
2588,4395,"2021-01-28 23:46:06","2020-04-20 03:00:00",NULL,"2023-04-20 00:00:00","2022-04-20 08:52:30",NULL,1,2
2589,14491,"2021-01-28 23:46:06","2020-04-20 03:00:00",NULL,"2021-04-20 03:00:00",NULL,"2021-04-29 00:00:00",3,2
2590,14429,"2021-01-28 23:46:06","2020-04-20 03:00:00",NULL,"2021-04-20 03:00:00",NULL,"2021-04-29 00:00:00",3,2
2591,19584,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-04-23 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2592,23927,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-03-20 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2593,1421,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-03-23 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2594,4575,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-04-03 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2595,7350,"2021-01-28 23:46:06","2020-04-20 03:00:00","2020-05-31 03:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2596,1142,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-03-20 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2597,1119,"2021-01-28 23:46:06","2020-04-20 03:00:00",NULL,"2023-04-20 00:00:00","2022-04-22 09:56:55",NULL,1,2
2598,6901,"2021-01-28 23:46:06","2020-04-20 03:00:00",NULL,"2021-04-20 03:00:00",NULL,"2021-04-29 00:00:00",3,2
2599,1424,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-04-19 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2600,7182,"2021-01-28 23:46:06","2020-04-20 03:00:00",NULL,"2023-04-20 00:00:00","2022-04-20 08:10:47",NULL,1,2
2601,11950,"2021-01-28 23:46:06","2020-04-20 03:00:00","2021-04-13 00:00:00","2021-04-20 03:00:00",NULL,"2021-04-20 00:00:00",3,2
2602,9108,"2021-01-28 23:46:06","2020-04-19 03:00:00",NULL,"2023-04-19 00:00:00","2022-04-19 17:51:00",NULL,1,2
2603,1861,"2021-01-28 23:46:06","2020-04-19 03:00:00",NULL,"2021-04-19 03:00:00",NULL,"2021-04-28 00:00:00",3,2
2604,31042,"2021-01-28 23:46:06","2020-04-19 03:00:00",NULL,"2022-04-19 00:00:00","2020-04-19 22:15:07","2022-04-28 00:00:00",3,2
2605,9521,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-04-11 00:00:00","2021-04-19 03:00:00",NULL,"2021-04-19 00:00:00",3,2
2606,11178,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-03-21 00:00:00","2021-04-19 03:00:00",NULL,"2021-04-19 00:00:00",3,2
2607,1587,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-04-03 00:00:00","2023-04-19 00:00:00","2022-04-19 17:50:50","2021-04-19 00:00:00",2,2
2608,10690,"2021-01-28 23:46:06","2020-04-19 03:00:00",NULL,"2021-04-19 03:00:00",NULL,"2021-04-28 00:00:00",3,2
2609,25559,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-03-19 00:00:00","2021-04-19 03:00:00",NULL,"2021-04-19 00:00:00",3,2
2611,4922,"2021-01-28 23:46:06","2020-04-19 03:00:00",NULL,"2023-04-19 00:00:00","2022-04-19 17:50:47",NULL,1,2
2612,14286,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-03-06 00:00:00","2021-04-19 03:00:00",NULL,"2021-04-19 00:00:00",3,2
2613,37092,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-03-19 00:00:00","2021-04-19 03:00:00",NULL,"2021-04-19 00:00:00",3,2
2614,20294,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-04-18 00:00:00","2021-04-19 03:00:00",NULL,"2021-04-19 00:00:00",3,2
2615,5877,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-03-15 00:00:00","2021-04-19 03:00:00",NULL,"2021-04-19 00:00:00",3,2
2616,20267,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-03-01 00:00:00","2021-04-19 03:00:00",NULL,"2021-04-19 00:00:00",3,2
2617,2073,"2021-01-28 23:46:06","2020-04-19 03:00:00",NULL,"2023-04-19 00:00:00","2022-04-19 17:51:09",NULL,1,2
2618,23661,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-04-22 00:00:00","2022-04-19 00:00:00","2020-04-19 16:57:40","2021-04-22 00:00:00",3,2
2619,30426,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-08-11 00:00:00","2022-04-19 00:00:00","2020-04-19 16:10:46","2022-04-19 00:00:00",3,2
2620,40499,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-03-19 00:00:00","2021-04-19 03:00:00",NULL,"2021-04-19 00:00:00",3,2
2621,7560,"2021-01-28 23:46:06","2020-04-19 03:00:00","2020-04-19 03:00:00","2021-04-19 03:00:00",NULL,"2021-04-18 00:00:00",3,2
2622,36056,"2021-01-28 23:46:06","2020-04-19 03:00:00",NULL,"2021-04-19 03:00:00",NULL,"2021-04-28 00:00:00",3,2
2623,47907,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-04-06 00:00:00","2021-04-19 03:00:00",NULL,"2021-04-19 00:00:00",3,2
2624,3916,"2021-01-28 23:46:06","2020-04-19 03:00:00",NULL,"2023-04-19 00:00:00","2022-04-19 17:51:19",NULL,1,2
2625,7733,"2021-01-28 23:46:06","2020-04-19 03:00:00",NULL,"2023-04-19 00:00:00","2022-04-20 11:04:16",NULL,1,2
2626,21149,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-03-19 00:00:00","2021-04-19 03:00:00",NULL,"2021-04-19 00:00:00",3,2
2627,36460,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-04-12 00:00:00","2021-04-19 03:00:00",NULL,"2021-04-19 00:00:00",3,2
2628,4464,"2021-01-28 23:46:06","2020-04-19 03:00:00","2022-03-26 00:00:00","2022-04-19 00:00:00","2020-04-19 12:33:54","2022-04-19 00:00:00",3,2
2629,3611,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-03-19 00:00:00","2021-04-19 03:00:00",NULL,"2021-04-19 00:00:00",3,2
2630,5834,"2021-01-28 23:46:06","2020-04-19 03:00:00",NULL,"2021-04-19 03:00:00",NULL,"2021-04-28 00:00:00",3,2
2631,2688,"2021-01-28 23:46:06","2020-04-19 03:00:00",NULL,"2021-04-19 03:00:00",NULL,"2021-03-17 00:00:00",3,2
2632,17747,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-03-19 00:00:00","2021-04-19 03:00:00",NULL,"2021-04-19 00:00:00",3,2
2633,5299,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-03-19 00:00:00","2021-04-19 03:00:00",NULL,"2021-04-19 00:00:00",3,2
2634,5167,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-03-19 00:00:00","2021-04-19 03:00:00",NULL,"2021-04-19 00:00:00",3,2
2635,4230,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-04-01 00:00:00","2021-04-19 03:00:00",NULL,"2021-04-19 00:00:00",3,2
2636,8478,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-04-15 00:00:00","2021-04-19 03:00:00",NULL,"2021-04-19 00:00:00",3,2
2637,13602,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-04-12 00:00:00","2021-04-19 03:00:00",NULL,"2021-04-19 00:00:00",3,2
2638,38637,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-03-19 00:00:00","2021-04-19 03:00:00",NULL,"2021-04-19 00:00:00",3,2
2639,8031,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-03-09 00:00:00","2021-04-19 03:00:00",NULL,"2021-04-19 00:00:00",3,2
2640,3539,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-04-20 00:00:00","2022-04-19 00:00:00","2020-04-19 04:40:38","2022-04-19 00:00:00",3,2
2641,15318,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-04-10 00:00:00","2021-04-19 03:00:00",NULL,"2021-04-19 00:00:00",3,2
2642,6560,"2021-01-28 23:46:06","2020-04-19 03:00:00","2022-03-07 00:00:00","2022-04-19 00:00:00","2020-04-19 03:56:22","2022-04-19 00:00:00",3,2
2643,2094,"2021-01-28 23:46:06","2020-04-19 03:00:00","2022-07-15 00:00:00","2022-07-19 00:00:00","2022-04-18 04:14:17","2022-07-19 00:00:00",3,2
2644,2063,"2021-01-28 23:46:06","2020-04-19 03:00:00",NULL,"2023-04-19 00:00:00","2022-04-19 17:51:17",NULL,1,2
2645,3513,"2021-01-28 23:46:06","2020-04-19 03:00:00","2022-02-22 00:00:00","2023-04-19 00:00:00","2022-04-19 17:51:27","2022-04-20 00:00:00",3,2
2646,13475,"2021-01-28 23:46:06","2020-04-19 03:00:00","2021-03-21 00:00:00","2021-04-19 03:00:00",NULL,"2021-04-19 00:00:00",3,2
2647,838,"2021-01-28 23:46:06","2020-04-19 03:00:00",NULL,"2023-04-19 00:00:00","2022-12-09 13:56:32",NULL,1,2
2648,6604,"2021-01-28 23:46:06","2020-04-18 03:00:00",NULL,"2021-04-18 03:00:00",NULL,"2021-04-27 00:00:00",3,2
2649,18123,"2021-01-28 23:46:06","2020-04-18 03:00:00","2021-04-01 00:00:00","2021-04-18 03:00:00",NULL,"2021-04-18 00:00:00",3,2
2650,34003,"2021-01-28 23:46:06","2020-04-18 03:00:00",NULL,"2021-04-18 03:00:00",NULL,"2021-04-27 00:00:00",3,2
2651,8005,"2021-01-28 23:46:06","2020-04-18 03:00:00","2021-04-10 00:00:00","2021-04-18 03:00:00",NULL,"2021-04-18 00:00:00",3,2
2652,10768,"2021-01-28 23:46:06","2020-04-18 03:00:00",NULL,"2023-04-18 00:00:00","2022-04-18 09:45:10",NULL,1,2
2653,16259,"2021-01-28 23:46:06","2020-04-18 03:00:00","2022-04-18 00:00:00","2023-04-18 00:00:00","2022-04-18 09:59:44","2023-04-18 00:00:00",2,2
2654,6618,"2021-01-28 23:46:06","2020-04-18 03:00:00","2021-03-19 00:00:00","2021-04-18 03:00:00",NULL,"2021-04-18 00:00:00",3,2
2655,18620,"2021-01-28 23:46:06","2020-04-18 03:00:00",NULL,"2023-04-18 00:00:00","2022-04-18 09:59:03",NULL,1,2
2656,3583,"2021-01-28 23:46:06","2020-04-18 03:00:00",NULL,"2023-04-18 00:00:00","2022-04-18 09:45:48","2022-04-19 00:00:00",3,2
2657,9260,"2021-01-28 23:46:06","2020-04-18 03:00:00","2020-04-18 03:00:00","2021-04-18 03:00:00",NULL,"2021-04-17 00:00:00",3,2
2658,1306,"2021-01-28 23:46:06","2020-04-18 03:00:00",NULL,"2021-04-18 03:00:00",NULL,"2021-04-27 00:00:00",3,2
2659,16414,"2021-01-28 23:46:06","2020-04-18 03:00:00","2021-09-13 00:00:00","2022-07-18 00:00:00","2020-04-18 19:44:03","2022-07-18 00:00:00",3,2
2660,6397,"2021-01-28 23:46:06","2020-04-18 03:00:00","2021-03-18 00:00:00","2021-04-18 03:00:00",NULL,"2021-04-18 00:00:00",3,2
2661,139328,"2021-01-28 23:46:06","2020-04-18 03:00:00","2021-03-18 00:00:00","2021-04-18 03:00:00",NULL,"2021-04-18 00:00:00",3,2
2662,8584,"2021-01-28 23:46:06","2020-04-18 03:00:00",NULL,"2021-04-18 03:00:00",NULL,"2021-04-27 00:00:00",3,2
2663,2589,"2021-01-28 23:46:06","2020-04-18 03:00:00",NULL,"2022-04-18 00:00:00","2020-04-18 18:09:17","2022-04-27 00:00:00",3,2
2664,2146,"2021-01-28 23:46:06","2020-04-18 03:00:00",NULL,"2022-04-18 00:00:00","2020-04-18 17:58:31","2022-04-27 00:00:00",3,2
2665,38066,"2021-01-28 23:46:06","2020-04-18 03:00:00",NULL,"2023-04-18 00:00:00","2022-04-18 09:58:57",NULL,1,2
