purchase_id,student_id,subscription_id,purchase_date,received_date,price,payment_provider,refund_id,refunded_date,subscription_type
4219,2055,0,"2020-10-20 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4220,767,0,"2020-10-20 00:00:00","2021-01-28 23:41:53",21.89,1,NULL,NULL,0
4221,6663,0,"2020-10-21 00:00:00","2021-01-28 23:41:53",174,1,NULL,NULL,2
4222,1284,0,"2020-10-21 00:00:00","2021-01-28 23:41:53",42.58,1,NULL,NULL,0
4223,8811,0,"2020-10-21 00:00:00","2021-01-28 23:41:53",21.22,1,NULL,NULL,0
4224,14728,0,"2020-10-21 00:00:00","2021-01-28 23:41:53",18,1,NULL,NULL,0
4225,5791,0,"2020-10-21 00:00:00","2021-01-28 23:41:53",44.42,1,NULL,NULL,0
4226,8387,0,"2020-10-21 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4227,10608,0,"2020-10-21 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4228,4356,0,"2020-10-21 00:00:00","2021-01-28 23:41:53",34.02,1,NULL,NULL,0
4229,10591,0,"2020-10-21 00:00:00","2021-01-28 23:41:53",225.19,1,NULL,NULL,2
4230,1175,0,"2020-10-22 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4231,7617,0,"2020-10-22 00:00:00","2021-01-28 23:41:53",37.52,1,NULL,NULL,0
4232,1353,0,"2020-10-22 00:00:00","2021-01-28 23:41:53",38.44,1,NULL,NULL,0
4233,5533,0,"2020-10-22 00:00:00","2021-01-28 23:41:53",30.89,1,NULL,NULL,0
4234,8690,0,"2020-10-22 00:00:00","2021-01-28 23:41:53",38.26,1,NULL,NULL,0
4235,1890,0,"2020-10-22 00:00:00","2021-01-28 23:41:53",39.73,1,NULL,NULL,0
4236,8543,0,"2020-10-22 00:00:00","2021-01-28 23:41:53",42.27,1,NULL,NULL,0
4237,10524,0,"2020-10-22 00:00:00","2021-01-28 23:41:53",174,1,NULL,NULL,2
4238,2218,0,"2020-10-23 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
4239,3033,0,"2020-10-23 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
4240,8078,0,"2020-10-23 00:00:00","2021-01-28 23:41:53",30.24,1,NULL,NULL,0
4241,10756,0,"2020-10-23 00:00:00","2021-01-28 23:41:53",18.31,1,NULL,NULL,0
4242,9570,0,"2020-10-24 00:00:00","2021-01-28 23:41:53",34.92,1,NULL,NULL,0
4243,12092,0,"2020-10-24 00:00:00","2021-01-28 23:41:53",30.24,1,NULL,NULL,0
4244,6045,0,"2020-10-24 00:00:00","2021-01-28 23:41:53",39.03,1,NULL,NULL,0
4245,7193,0,"2020-10-24 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4246,12577,0,"2020-10-24 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4247,5427,0,"2020-10-24 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4248,4748,0,"2020-10-24 00:00:00","2021-01-28 23:41:53",44.54,1,NULL,NULL,0
4249,3864,0,"2020-10-24 00:00:00","2021-01-28 23:41:53",35.98,1,NULL,NULL,0
4250,3980,0,"2020-10-24 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4251,4311,0,"2020-10-24 00:00:00","2021-01-28 23:41:53",184.55,1,NULL,NULL,2
4252,4660,0,"2020-10-25 00:00:00","2021-01-28 23:41:53",20.96,1,NULL,NULL,0
4253,5679,0,"2020-10-25 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4254,7100,0,"2020-10-25 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4255,12739,0,"2020-10-25 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4256,6667,0,"2020-10-25 00:00:00","2021-01-28 23:41:53",174,1,NULL,NULL,2
4257,1315,0,"2020-10-25 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4258,1215,0,"2020-10-25 00:00:00","2021-01-28 23:41:53",31.26,1,NULL,NULL,0
4259,6384,0,"2020-10-25 00:00:00","2021-01-28 23:41:53",37.51,1,NULL,NULL,0
4260,6408,0,"2020-10-25 00:00:00","2021-01-28 23:41:53",37.8,1,NULL,NULL,0
4261,2918,0,"2020-10-25 00:00:00","2021-01-28 23:41:53",38.25,1,NULL,NULL,0
4262,18283,0,"2020-10-25 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4263,10350,0,"2020-10-25 00:00:00","2021-01-28 23:41:53",35.26,1,NULL,NULL,0
4264,8177,0,"2020-10-25 00:00:00","2021-01-28 23:41:53",44.07,1,NULL,NULL,0
4265,2823,0,"2020-10-25 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4266,1316,0,"2020-10-25 00:00:00","2021-01-28 23:41:53",29.42,1,NULL,NULL,0
4267,10349,0,"2020-10-25 00:00:00","2021-01-28 23:41:53",44.66,1,NULL,NULL,0
4268,8492,0,"2020-10-25 00:00:00","2021-01-28 23:41:53",18,1,NULL,NULL,0
4269,6436,0,"2020-10-25 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4270,10332,0,"2020-10-25 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
4271,10314,0,"2020-10-25 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
4272,10313,0,"2020-10-25 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
4273,2815,0,"2020-10-26 00:00:00","2021-01-28 23:41:53",33.12,1,NULL,NULL,0
4274,674,0,"2020-10-26 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4275,12385,0,"2020-10-26 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4276,6511,0,"2020-10-26 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4277,10160,0,"2020-10-26 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4279,11700,0,"2020-10-26 00:00:00","2021-01-28 23:41:53",38,1,NULL,NULL,0
4281,10382,0,"2020-10-26 00:00:00","2021-01-28 23:41:53",38.88,1,NULL,NULL,0
4284,6824,0,"2020-10-26 00:00:00","2021-01-28 23:41:53",223.3,1,NULL,NULL,2
4285,10208,0,"2020-10-26 00:00:00","2021-01-28 23:41:53",193.66,1,NULL,NULL,2
4286,916,0,"2020-10-27 00:00:00","2021-01-28 23:41:53",28.6,1,NULL,NULL,0
4288,7366,0,"2020-10-27 00:00:00","2021-01-28 23:41:53",42.37,1,NULL,NULL,0
4289,14678,0,"2020-10-27 00:00:00","2021-01-28 23:41:53",30.53,1,NULL,NULL,0
4290,12065,0,"2020-10-27 00:00:00","2021-01-28 23:41:53",42.74,1,NULL,NULL,0
4291,1598,0,"2020-10-27 00:00:00","2021-01-28 23:41:53",21.11,1,NULL,NULL,0
4292,10738,0,"2020-10-27 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4293,3367,0,"2020-10-27 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4294,5976,0,"2020-10-27 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4295,5278,0,"2020-10-27 00:00:00","2021-01-28 23:41:53",36.51,1,NULL,NULL,0
4296,31887,0,"2020-10-27 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4297,7688,0,"2020-10-27 00:00:00","2021-01-28 23:41:53",30.24,1,NULL,NULL,0
4298,9517,0,"2020-10-27 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4299,1210,0,"2020-10-27 00:00:00","2021-01-28 23:41:53",199.47,1,NULL,NULL,3
4300,9904,0,"2020-10-27 00:00:00","2021-01-28 23:41:53",44.5,1,NULL,NULL,0
4301,17898,0,"2020-10-27 00:00:00","2021-01-28 23:41:53",44,1,NULL,NULL,0
4302,17562,0,"2020-10-27 00:00:00","2021-01-28 23:41:53",38.52,1,NULL,NULL,0
4303,13,0,"2020-10-27 00:00:00","2021-01-28 23:41:53",44,1,NULL,NULL,0
4304,10158,0,"2020-10-27 00:00:00","2021-01-28 23:41:53",374.76,1,NULL,NULL,2
4305,2772,0,"2020-10-27 00:00:00","2021-01-28 23:41:53",239.88,1,NULL,NULL,3
4306,10095,0,"2020-10-27 00:00:00","2021-01-28 23:41:53",214.07,1,NULL,NULL,2
4308,3013,0,"2020-10-28 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4309,17827,0,"2020-10-28 00:00:00","2021-01-28 23:41:53",31.8,1,NULL,NULL,0
4310,2734,0,"2020-10-28 00:00:00","2021-01-28 23:41:53",21.1,1,NULL,NULL,0
4311,12387,0,"2020-10-28 00:00:00","2021-01-28 23:41:53",42.43,1,NULL,NULL,0
4312,9623,0,"2020-10-28 00:00:00","2021-01-28 23:41:53",45.3,1,NULL,NULL,0
4314,2708,0,"2020-10-28 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
4315,9497,0,"2020-10-28 00:00:00","2021-01-28 23:41:53",183.98,1,NULL,NULL,2
4316,9808,0,"2020-10-28 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4318,2385,0,"2020-10-28 00:00:00","2021-01-28 23:41:53",235.65,1,NULL,NULL,3
4324,142915,0,"2020-10-29 00:00:00","2021-01-28 23:41:53",293.99,1,NULL,NULL,2
4325,5087,0,"2020-10-29 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4326,9985,0,"2020-10-29 00:00:00","2021-01-28 23:41:53",214.06,1,NULL,NULL,2
4327,9746,0,"2020-10-29 00:00:00","2021-01-28 23:41:53",43.8,1,NULL,NULL,0
4328,2023,0,"2020-10-29 00:00:00","2021-01-28 23:41:53",44.25,1,NULL,NULL,0
4330,1346,0,"2020-10-29 00:00:00","2021-01-28 23:41:53",223.1,1,NULL,NULL,2
4331,20689,0,"2020-10-29 00:00:00","2021-01-28 23:41:53",30.25,1,NULL,NULL,0
4332,8473,0,"2020-10-29 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4334,5590,0,"2020-10-29 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4335,1873,0,"2020-10-29 00:00:00","2021-01-28 23:41:53",38.95,1,NULL,NULL,0
4336,5757,0,"2020-10-29 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4337,8432,0,"2020-10-29 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4338,9954,0,"2020-10-29 00:00:00","2021-01-28 23:41:53",28.67,1,NULL,NULL,0
4339,2765,0,"2020-10-29 00:00:00","2021-01-28 23:41:53",30.24,1,NULL,NULL,0
4340,2857,0,"2020-10-29 00:00:00","2021-01-28 23:41:53",37.8,1,NULL,NULL,0
4343,2764,0,"2020-10-30 00:00:00","2021-01-28 23:41:53",42.69,1,NULL,NULL,0
4344,142969,0,"2020-10-30 00:00:00","2021-01-28 23:41:53",22.69,1,NULL,NULL,0
4345,4452,0,"2020-10-30 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4346,6997,0,"2020-10-30 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4347,2276,0,"2020-10-30 00:00:00","2021-01-28 23:41:53",36.22,1,NULL,NULL,0
4348,1357,0,"2020-10-30 00:00:00","2021-01-28 23:41:53",43.78,1,NULL,NULL,0
4349,6016,0,"2020-10-30 00:00:00","2021-01-28 23:41:53",30.24,1,NULL,NULL,0
4350,6081,0,"2020-10-30 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4351,900,0,"2020-10-30 00:00:00","2021-01-28 23:41:53",37.02,1,NULL,NULL,0
4352,8059,0,"2020-10-30 00:00:00","2021-01-28 23:41:53",30.82,1,NULL,NULL,0
4353,2115,0,"2020-10-30 00:00:00","2021-01-28 23:41:53",30.6,1,NULL,NULL,0
4354,811,0,"2020-10-30 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4355,4507,0,"2020-10-30 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4356,12139,0,"2020-10-30 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4357,8085,0,"2020-10-30 00:00:00","2021-01-28 23:41:53",42.95,1,NULL,NULL,0
4359,3498,0,"2020-10-30 00:00:00","2021-01-28 23:41:53",217.46,1,NULL,NULL,2
4360,2930,0,"2020-10-30 00:00:00","2021-01-28 23:41:53",33.12,1,NULL,NULL,0
4362,6239,0,"2020-10-31 00:00:00","2021-01-28 23:41:53",33.96,1,NULL,NULL,0
4365,5390,0,"2020-11-01 00:00:00","2021-01-28 23:41:53",22.52,1,NULL,NULL,0
4366,9544,0,"2020-11-01 00:00:00","2021-01-28 23:41:53",223.44,1,NULL,NULL,2
4368,6475,0,"2020-11-01 00:00:00","2021-01-28 23:41:53",38.38,1,NULL,NULL,0
4369,7380,0,"2020-11-01 00:00:00","2021-01-28 23:41:53",36.77,1,NULL,NULL,0
4370,2707,0,"2020-11-01 00:00:00","2021-01-28 23:41:53",31.08,1,NULL,NULL,0
4371,1975,0,"2020-11-01 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4372,14629,0,"2020-11-01 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4373,2834,0,"2020-11-01 00:00:00","2021-01-28 23:41:53",20.99,1,NULL,NULL,0
4375,6817,0,"2020-11-01 00:00:00","2021-01-28 23:41:53",20.91,1,NULL,NULL,0
4381,5409,0,"2020-11-02 00:00:00","2021-01-28 23:41:53",18,1,NULL,NULL,0
4383,11781,0,"2020-11-02 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4385,10218,0,"2020-11-02 00:00:00","2021-01-28 23:41:53",18,1,NULL,NULL,0
4387,14506,0,"2020-11-02 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4388,24133,0,"2020-11-02 00:00:00","2021-01-28 23:41:53",35.98,1,NULL,NULL,0
4389,5289,0,"2020-11-02 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4390,1428,0,"2020-11-02 00:00:00","2021-01-28 23:41:53",348,1,NULL,NULL,2
4391,1914,0,"2020-11-03 00:00:00","2021-01-28 23:41:53",174,1,NULL,NULL,2
4394,830,0,"2020-11-03 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4396,5955,0,"2020-11-03 00:00:00","2021-01-28 23:41:53",19.19,1,NULL,NULL,0
4397,8445,0,"2020-11-03 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4398,4762,0,"2020-11-03 00:00:00","2021-01-28 23:41:53",41.63,1,NULL,NULL,0
4399,6970,0,"2020-11-03 00:00:00","2021-01-28 23:41:53",21.34,1,NULL,NULL,0
4400,7730,0,"2020-11-03 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4401,8482,0,"2020-11-03 00:00:00","2021-01-28 23:41:53",21.81,1,NULL,NULL,0
4404,9020,0,"2020-11-03 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4406,6847,0,"2020-11-03 00:00:00","2021-01-28 23:41:53",36.22,1,NULL,NULL,0
4409,3960,0,"2020-11-03 00:00:00","2021-01-28 23:41:53",43.61,1,NULL,NULL,0
4410,1169,0,"2020-11-03 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
4411,9300,0,"2020-11-03 00:00:00","2021-01-28 23:41:53",200.81,1,NULL,NULL,2
4413,2119,0,"2020-11-04 00:00:00","2021-01-28 23:41:53",18.46,1,NULL,NULL,0
4414,14280,0,"2020-11-04 00:00:00","2021-01-28 23:41:53",42.63,1,NULL,NULL,0
4415,2487,0,"2020-11-04 00:00:00","2021-01-28 23:41:53",39.2,1,NULL,NULL,0
4416,7981,0,"2020-11-04 00:00:00","2021-01-28 23:41:53",36.11,1,NULL,NULL,0
4417,2303,0,"2020-11-04 00:00:00","2021-01-28 23:41:53",28.79,1,NULL,NULL,0
4427,24006,0,"2020-11-05 00:00:00","2021-01-28 23:41:53",46.28,1,NULL,NULL,0
4428,844,0,"2020-11-05 00:00:00","2021-01-28 23:41:53",19.76,1,NULL,NULL,0
4429,11785,0,"2020-11-05 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4431,7467,0,"2020-11-05 00:00:00","2021-01-28 23:41:53",43.89,1,NULL,NULL,0
4432,3134,0,"2020-11-05 00:00:00","2021-01-28 23:41:53",44.02,1,NULL,NULL,0
4435,5229,0,"2020-11-05 00:00:00","2021-01-28 23:41:53",223.13,1,NULL,NULL,2
4437,2957,0,"2020-11-06 00:00:00","2021-01-28 23:41:53",36.11,1,NULL,NULL,0
4439,2315,0,"2020-11-06 00:00:00","2021-01-28 23:41:53",44.36,1,NULL,NULL,0
4440,16991,0,"2020-11-06 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4441,7715,0,"2020-11-06 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4442,9329,0,"2020-11-06 00:00:00","2021-01-28 23:41:53",35.27,1,NULL,NULL,0
4443,5913,0,"2020-11-06 00:00:00","2021-01-28 23:41:53",21.1,1,NULL,NULL,0
4444,7456,0,"2020-11-06 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4445,7280,0,"2020-11-06 00:00:00","2021-01-28 23:41:53",44.36,1,NULL,NULL,0
4454,3131,0,"2020-11-07 00:00:00","2021-01-28 23:41:53",36.35,1,NULL,NULL,0
4455,2696,0,"2020-11-07 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4456,6720,0,"2020-11-07 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4457,10581,0,"2020-11-07 00:00:00","2021-01-28 23:41:53",38.88,1,NULL,NULL,0
4459,23574,0,"2020-11-07 00:00:00","2021-01-28 23:41:53",18,1,NULL,NULL,0
4462,9245,0,"2020-11-07 00:00:00","2021-01-28 23:41:53",35.7,1,NULL,NULL,0
4463,9357,0,"2020-11-07 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4465,14296,0,"2020-11-08 00:00:00","2021-01-28 23:41:53",42.4,1,NULL,NULL,0
4467,135383,0,"2020-11-08 00:00:00","2021-01-28 23:41:53",30.53,1,NULL,NULL,0
4469,8834,0,"2020-11-08 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4470,1827,0,"2020-11-08 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
4473,4721,0,"2020-11-09 00:00:00","2021-01-28 23:41:53",202.81,1,NULL,NULL,2
4475,3356,0,"2020-11-09 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4476,3482,0,"2020-11-09 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4477,11541,0,"2020-11-09 00:00:00","2021-01-28 23:41:53",33.71,1,NULL,NULL,0
4478,16290,0,"2020-11-09 00:00:00","2021-01-28 23:41:53",44.47,1,NULL,NULL,0
4479,3558,0,"2020-11-09 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4480,7173,0,"2020-11-09 00:00:00","2021-01-28 23:41:53",42.41,1,NULL,NULL,0
4481,5306,0,"2020-11-09 00:00:00","2021-01-28 23:41:53",42.41,1,NULL,NULL,0
4482,3536,0,"2020-11-09 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4483,13940,0,"2020-11-09 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4484,6656,0,"2020-11-09 00:00:00","2021-01-28 23:41:53",18,1,NULL,NULL,0
4485,11653,0,"2020-11-09 00:00:00","2021-01-28 23:41:53",39.37,1,NULL,NULL,0
4486,11383,0,"2020-11-09 00:00:00","2021-01-28 23:41:53",38.38,1,NULL,NULL,0
4487,4963,0,"2020-11-09 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4490,1768,0,"2020-11-09 00:00:00","2021-01-28 23:41:53",31.36,1,NULL,NULL,0
4491,2866,0,"2020-11-09 00:00:00","2021-01-28 23:41:53",36.96,1,NULL,NULL,0
4494,6482,0,"2020-11-09 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4497,4568,0,"2020-11-09 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4498,6131,0,"2020-11-09 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4500,142832,0,"2020-11-09 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4503,5080,0,"2020-11-09 00:00:00","2021-01-28 23:41:53",180,1,NULL,NULL,2
4504,6532,0,"2020-11-10 00:00:00","2021-01-28 23:41:53",40.8,1,NULL,NULL,0
4506,4642,0,"2020-11-10 00:00:00","2021-01-28 23:41:53",34.8,1,NULL,NULL,0
4507,13222,0,"2020-11-10 00:00:00","2021-01-28 23:41:53",40.1,1,NULL,NULL,0
4508,11394,0,"2020-11-10 00:00:00","2021-01-28 23:41:53",31.57,1,NULL,NULL,0
4509,9377,0,"2020-11-10 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4512,9027,0,"2020-11-10 00:00:00","2021-01-28 23:41:53",221.53,1,NULL,NULL,2
4514,6223,0,"2020-11-11 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4515,6250,0,"2020-11-11 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4516,9598,0,"2020-11-11 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4517,1221,0,"2020-11-11 00:00:00","2021-01-28 23:41:53",44.67,1,NULL,NULL,0
4518,11254,0,"2020-11-11 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4519,142581,0,"2020-11-11 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4520,3168,0,"2020-11-11 00:00:00","2021-01-28 23:41:53",20.89,1,NULL,NULL,0
4521,11402,0,"2020-11-11 00:00:00","2021-01-28 23:41:53",38.38,1,NULL,NULL,0
4522,3281,0,"2020-11-11 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4523,19387,0,"2020-11-11 00:00:00","2021-01-28 23:41:53",47.9,1,NULL,NULL,0
4524,7122,0,"2020-11-11 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
4527,6110,0,"2020-11-11 00:00:00","2021-01-28 23:41:53",217.41,1,NULL,NULL,2
4528,8952,0,"2020-11-11 00:00:00","2021-01-28 23:41:53",226.44,1,NULL,NULL,2
4533,863,0,"2020-11-12 00:00:00","2021-01-28 23:41:53",33.76,1,NULL,NULL,0
4534,4101,0,"2020-11-12 00:00:00","2021-01-28 23:41:53",44.48,1,NULL,NULL,0
4535,7763,0,"2020-11-12 00:00:00","2021-01-28 23:41:53",34.54,1,NULL,NULL,0
4536,3148,0,"2020-11-12 00:00:00","2021-01-28 23:41:53",36.76,1,NULL,NULL,0
4537,8475,0,"2020-11-12 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4538,6385,0,"2020-11-12 00:00:00","2021-01-28 23:41:53",30.89,1,NULL,NULL,0
4539,3369,0,"2020-11-12 00:00:00","2021-01-28 23:41:53",46.76,1,NULL,NULL,0
4540,6390,0,"2020-11-12 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4544,1955,0,"2020-11-12 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4549,1006,0,"2020-11-13 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
4551,3615,0,"2020-11-13 00:00:00","2021-01-28 23:41:53",35.58,1,NULL,NULL,0
4552,2224,0,"2020-11-13 00:00:00","2021-01-28 23:41:53",226.44,1,NULL,NULL,2
4553,13532,0,"2020-11-13 00:00:00","2021-01-28 23:41:53",30.75,1,NULL,NULL,0
4554,14749,0,"2020-11-13 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4555,13566,0,"2020-11-13 00:00:00","2021-01-28 23:41:53",19.41,1,NULL,NULL,0
4556,999,0,"2020-11-13 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4558,11027,0,"2020-11-13 00:00:00","2021-01-28 23:41:53",18.21,1,NULL,NULL,0
4559,6808,0,"2020-11-13 00:00:00","2021-01-28 23:41:53",45.53,1,NULL,NULL,0
4560,11179,0,"2020-11-13 00:00:00","2021-01-28 23:41:53",35.58,1,NULL,NULL,0
4563,6047,0,"2020-11-13 00:00:00","2021-01-28 23:41:53",43.2,1,NULL,NULL,0
4565,2308,0,"2020-11-13 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
4566,8757,0,"2020-11-14 00:00:00","2021-01-28 23:41:53",199.47,1,NULL,NULL,3
4567,8149,0,"2020-11-14 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4568,2229,0,"2020-11-14 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4569,3176,0,"2020-11-14 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4570,4869,0,"2020-11-14 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4571,142967,0,"2020-11-14 00:00:00","2021-01-28 23:41:53",18,1,NULL,NULL,0
4572,4811,0,"2020-11-14 00:00:00","2021-01-28 23:41:53",18.05,1,NULL,NULL,0
4573,5793,0,"2020-11-14 00:00:00","2021-01-28 23:41:53",45.74,1,NULL,NULL,0
4574,8029,0,"2020-11-14 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4575,3600,0,"2020-11-14 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4576,8128,0,"2020-11-14 00:00:00","2021-01-28 23:41:53",31.36,1,NULL,NULL,0
4577,4013,0,"2020-11-14 00:00:00","2021-01-28 23:41:53",174,1,NULL,NULL,2
4579,3759,0,"2020-11-15 00:00:00","2021-01-28 23:41:53",40.71,1,NULL,NULL,0
4582,5036,0,"2020-11-15 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4583,5893,0,"2020-11-15 00:00:00","2021-01-28 23:41:53",43.41,1,NULL,NULL,0
4584,2413,0,"2020-11-15 00:00:00","2021-01-28 23:41:53",44.94,1,NULL,NULL,0
4585,1034,0,"2020-11-15 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
4586,11661,0,"2020-11-15 00:00:00","2021-01-28 23:41:53",38.38,1,NULL,NULL,0
4587,3256,0,"2020-11-15 00:00:00","2021-01-28 23:41:53",21.13,1,NULL,NULL,0
4589,7194,0,"2020-11-15 00:00:00","2021-01-28 23:41:53",30.57,1,NULL,NULL,0
4590,10002,0,"2020-11-15 00:00:00","2021-01-28 23:41:53",47.98,1,NULL,NULL,0
4593,2661,0,"2020-11-15 00:00:00","2021-01-28 23:41:53",203.1,1,NULL,NULL,2
4594,2501,0,"2020-11-15 00:00:00","2021-01-28 23:41:53",40.01,1,NULL,NULL,0
4595,142970,0,"2020-11-15 00:00:00","2021-01-28 23:41:53",184.64,1,NULL,NULL,2
4597,4457,0,"2020-11-15 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
4599,8183,0,"2020-11-16 00:00:00","2021-01-28 23:41:53",45.87,1,NULL,NULL,0
4600,11510,0,"2020-11-16 00:00:00","2021-01-28 23:41:53",39.2,1,NULL,NULL,0
4601,10393,0,"2020-11-16 00:00:00","2021-01-28 23:41:53",43.23,1,NULL,NULL,0
4602,11454,0,"2020-11-16 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4603,6391,0,"2020-11-16 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
4604,4167,0,"2020-11-16 00:00:00","2021-01-28 23:41:53",44.59,1,NULL,NULL,0
